錄音檔檔名,辨認出之客語漢字
DF206K2002_076,毋使驚毋使驚該頭牲得
DF206K2002_077,還講這火雞恁夭壽甘赴吾孫女
DF206K2002_078,天光同佢㓾撇分你食
DF206K2002_079,緊講緊笑乜毋知佢係正經譴抑係詐意譴
DF206K2002_080,該當時个𠊎總知講該兩隻火雞會無命咧
DF206K2002_081,自該擺个事件過後𠊎見看著火雞心肝肚斯先驚便
DF206K2002_082,閃佢離離緊分人聽先生來休閒農場遶尞
DF206K2002_083,遠遠看著火雞還係一隻驚字
DF206K2002_084,屎胐挲啊挲該年个驚險一幕還像昨晡日正發生个樣相
DF206K2002_085,驚佢又過恬恬咈來𠊎毋敢行偎
DF206K2002_086,毋過呢這園肚个火雞啊
DF206K2002_087,分人跼緊咧少撇个雄猛个勢頭顛倒試著厥等衰過
DF206K2002_088,斯像吾這兜細孲共樣天闊地闊你在你飆係番時事
DF206K2002_089,準講同你跼在屋家肚麼个都做毋得你會仰脣
DF206K2002_090,蹀蹀阿弟牯細嬰兒該下當得人惜
DF206K2002_091,皮膚烏金烏金兩粒目珠律律轉精砉砉
DF206K2002_092,佢四個月收涎七個月會坐八個月會爬
DF206K2002_093,九個月生牙乖乖大順順勢勢
DF206K2002_094,毋過阿弟牯係阿爹阿奶渡个老輩人總係講
DF206K2002_095,細人有佔忌毋好在厥面前講好話
DF206K2002_096,講佢靚講佢乖講佢得人惜
DF206K2002_097,斯驚該兜歪東西歪聽著
DF206K2002_098,會同有个無个餳來會同細人魂魄牽走
DF206K2002_099,顛倒分細人焦焦積積想毋得大
DF206K2002_100,吾家官家娘一等虔誠厥等渡孫
DF206K2002_101,食菜有罅細心細意毋係驚燒怕冷無斯燒佢枵著
DF206K2002_102,記得阿弟牯愛學行路个站時間
DF206K2002_103,厥等下下在脣口掌核斯驚細人跌著搉著
DF206K2002_104,日時頭除撇照三餐飼飯間餐點心
DF206K2002_105,伸个時間毋係同細人打𫝘咕
DF206K2002_106,無斯放佢在人客廳定定學行
DF206K2002_107,這兜渡細人个事頭已多微毛末節
DF206K2002_108,厥等食贏畀吾等食微多个老經驗
DF206K2002_109,總係知得哪下細人身骨差毋多硬程咧
DF206K2002_110,知得哪下使得做麼个生活中个百項事頭做下照例規行
DF206K2002_111,有禮有節麼个都有厥步數
DF206K2002_112,八個零月該下阿弟牯先好打竳好自家企穩來
DF206K2002_113,阿爹阿奶心肝頭歡喜嘴緊講竳哦竳
DF206K2002_114,短短一隻字帶出千千萬萬心肝肚个期待
DF206K2002_115,望佢成人望佢出眾企都在在在企都溫的的
DF206K2002_116,定定來慢慢等毋使十頭半個月嬰兒竳到當穩該下
DF206K2002_117,自家自自然然斯有會想愛過進一步學行
DF206K2002_118,看阿弟牯兩隻腳尾竳啊竳有一屑驚驚
DF206K2002_119,佢想愛一步踏出去又有一屑跔跔毋敢踏出去
DF206K2002_120,阿爹阿奶這下斯等便便咧
DF206K2002_121,嘴項緊拐蹀蹀蹀蹀
DF206K2002_122,這一下低一下高个共隻字帶分會打竳嬰兒个勇氣
DF206K2002_123,分佢緊來緊有信心蹀蹀蹀蹀
DF206K2002_124,學會打竳个嬰兒這片聽著恁餳人个聲說
DF206K2002_125,恁熟絡个聲說佢正經有受著鼓勵
DF206K2002_126,斯緊試緊伸出腳𨃰出成功个第一步
DF206K2002_127,吾姆吾姆厥面圓圓頭那毛當長
DF206K2002_128,有一雙當圓又當金个目珠看著人斯笑咪咪
DF206K2002_129,生來已靚已竳線係一個有愛心又有耐心个人
DF206K2002_130,平常時除撇照顧吾等三姊妹對吾爹吾奶也當有孝
DF206K2002_131,親戚朋友隔壁鄰舍通體阿腦佢係一個當賢慧个婦人家
DF206K2002_132,雖然屋家毋係已學業毋過佢有客人刻苦耐勞个美德
DF206K2002_133,勤儉傳家个精神總係同屋家拚都淨淨俐俐
DF206K2002_134,整理好勢好勢佢講毋驚屋家匱
DF206K2002_135,大細有笑容𠊎斯當滿足咧
DF206K2002_136,吾姆會煮已多好食个客家料理
DF206K2002_137,像菜脯卵芹菜炒魷魚木米炒黃梨鹹菜湯這兜
DF206K2002_138,還有𠊎盡愛食个爌肉佢當緊手
DF206K2002_139,逐擺大姑同二姑來屋家个時節
DF206K2002_140,佢會煮歸桌大家好食个客家菜分大家食
DF206K2002_141,記得吾姆識講過愛出頭天定著愛認真讀書
DF206K2002_142,雖然吾等三姊妹係細妹毋過佢對吾等个教育已用心
DF206K2002_143,毋會儘儘採採放學轉去
DF206K2002_144,佢定著愛吾等將功課寫撇正使得出去尞
DF206K2002_145,記得有一擺𠊎為著愛出去尞字斯盡在話話啊嚟
DF206K2002_146,一下斯瀉出去吾姆看著斯砰砰滾講
DF206K2002_147,鬼畫符个樣搞得著來勢咩寫个麼个字對頭寫過
DF206K2002_148,佢愛𠊎做事情萬萬來毋好鬥緊
DF206K2002_149,心愛靜手愛文寫字做事絕對使毋得儘採
DF206K2002_150,到今𠊎寫字還係規規矩矩定定來
DF206L2062_001,厥心臼肚屎恁大粒怕係酸包卵哦
DF206L2062_002,賣烏心油个生理人實在係害死人
DF206L2062_003,若渡當得人惜𠊎使得摸一下無
DF206L2062_004,地豆擘開析裡背有幾下粒地豆仁
DF206L2062_005,掀梯花過後已多頭鹿都煞撇咧
DF206L2062_006,原畢合無戴著佢自家走轉去拿
DF206L2062_007,頭擺人賣魚用篾皮桊來一桊一桊賣
DF206L2062_008,飲食無正常早滿身體會出問題
DF206L2062_009,去跋山行山路愛細義毋好橫落去
DF206L2062_010,落過雨屋面前个圳溝水溶溶溶溶
DF206L2062_011,阿爹流落來个田這下無人耕種咧
DF206L2062_012,天時變化恁大暗晡頭溫度加已低咧
DF206L2062_013,衫褲先浸緊天光朝脣正洗
DF206L2062_014,先號先贏哦尾項來啊斯壁背企哦
DF206L2062_015,恁多隻狗子在該吮乳狗嫲个乳个罅
DF206L2062_016,該細人賤手賤腳當好領摸个摸
DF206L2062_017,恁久天旱有兜農民打靚抽水印田
DF206L2062_018,阿哥一聽著搞水斯好擳擳逐緊愛去
DF206L2062_019,腳髀肉嫩嫩所以牛大腳必會當疾
DF206L2062_020,球擲到書頂高愛擎梯正拿得著
DF206L2062_021,這係厥兩儕之間个問題你毋好插
DF206L2062_022,若係生活過得去麼人還會去做乞食
DF206L2062_023,該個人已歪肖動啊著斯去罵人
DF206L2062_024,上擺跌上著个位還略略會疾
DF206L2062_025,你使得試食看啊無定著當好食
DF206L2062_026,佢毋單淨煞猛還合地上下當有人緣
DF206L2062_027,便所裡背怕有人吂入去愛先開聲
DM203J2056_001,五月節愛食粽
DM203J2056_002,寒著愛戴嘴揞
DM203J2056_003,你哪位毋鬆爽
DM203J2056_004,若手機幾多號
DM203J2056_005,若功課做好吂
DM203J2056_006,𠊎會細義兜
DM203J2056_007,當歡喜認識你
DM203J2056_008,實在還難相信
DM203J2056_009,這個想法已好
DM203J2056_010,勞瀝若个照顧
DM203J2056_011,使得無使毋得
DM203J2056_012,你曉無無問題
DM203J2056_013,𠊎已好食青菜
DM203J2056_014,𠊎想學做麵包
DM203J2056_015,你愛食麼个飲料
DM203J2056_016,阿叔毋慣著西裝
DM203J2056_017,這皮包係麼人个
DM203J2056_018,這雙鞋無幾合腳
DM203J2056_019,臺灣不承有地動
DM203J2056_020,這位个民宿當靚
DM203J2056_021,這位使毋得食菸
DM203J2056_022,上課毋好啄目睡
DM203J2056_023,今晡日天時已好
DM203J2056_024,昨晡日無閒歸日
DM203J2056_025,天時變到已涼爽
DM203J2056_026,天光朝脣正聯絡
DM203J2056_027,老妹揹書包去學校
DM203J2056_028,阿妹當好食菜頭粄
DM203J2056_029,阿爸愛去申請護照
DM203J2056_030,定定行毋使趕緊
DM203J2056_031,寒天北部重採落雨
DM203J2056_032,毋好為著這來失志
DM203J2056_033,係麼人打來个電話
DM203J2056_034,垃圾愛做資源回收
DM203J2056_035,請問需要麼个服務
DM203J2056_036,恭喜發財新年快樂
DM203J2056_037,𠊎愛你佢起譴咧
DM203J2056_038,今晡日个菜口味仰脣
DM203J2056_039,請毋好在車肚食東西
DM203J2056_040,學生愛著制服去學校
DM203J2056_041,阿伯戴个樓屋有電梯
DM203J2056_042,𠊎行路去郵局寄信
DM203J2056_043,𠊎在十字路口等你
DM203J2056_044,佢這擺用信用卡付款
DM203J2056_045,老弟通過認證考試了
DM203J2056_046,在網路買東西當利便
DM203J2056_047,新个頭路你做得慣無
DM203J2056_048,今晡放尞毋使去學校
DM203J2056_049,歇睏一下恁久無看着
DM203J2056_050,勞瀝毋使細義失禮
DM203J2056_051,敗勢無關係拜託你
DM203J2056_052,你識佢無𠊎毋識佢
DM203J2056_053,𠊎當𤸁𠊎當暢
DM203J2056_054,阿爸逐朝脣都愛食咖啡
DM203J2056_055,佢著新褲去外阿婆屋家
DM203J2056_056,請問這領衫係麼个尺寸
DM203J2056_057,恁吵鬧你仰脣佇得著
DM203J2056_058,厥等逐暗晡都愛去補習
DM203J2056_059,熱天大家較好去海脣尞
DM203J2056_060,有病愛遽遽去分先生看
DM203J2056_061,今晡日个報紙你有看吂
DM203J2056_062,𠊎昨暗晡反躁睡毋得
DM203J2056_063,表哥逐日都當認真做事
DM203J2056_064,暗晡頭駛車愛較注意兜
DM203J2056_065,請問使得尋麼人𢯭手
DM203J2056_066,你曉得吂分𠊎想一下
DM203J2056_067,你戴哪位有人在屋家無
DM203J2056_068,𠊎轉來咧你愛去哪位
DM203J2056_069,恁早食飽吂恁久好無
DM203J2056_070,還得人惜喔還得人惱喔
DM203J2056_071,你還慶喔哪有無影啦
DM203J2056_072,吾等輒輒共下鬥緊買美食
DM203J2056_073,生菇个東西斯使毋得食欸
DM203J2056_074,天光日使得在屋家打電動
DM203J2056_075,共下離公園運動啊咧
DM203J2056_076,這條路較近該條路較遠
DM203J2056_077,食酒莫駛車駛車莫食酒
DM203J2056_078,𠊎無閒去會轉鉸毋得咧
DM203J2056_079,阿爸無在屋家阿姆還吂轉
DM203J2056_080,正來尞順行有閒正來尞
DM203J2056_081,厥老公當派頭若餔娘當靚
DM203J2056_082,天時多變化愛著較燒暖兜
DM203J2056_083,便利商店使得買著當多東西
DM203J2056_084,下次擺高載約時間共下坐尞
DM203J2056_085,當晝頭當熱毋好出去運動
DM203J2056_086,𠊎當講緊電話請等一下
DM203J2056_087,𠊎準備好咧使得開始咧
DM203J2056_088,這件事情分你講著恁輕可
DM203J2056_089,敗勢勞攪咧你愛赴時間無
DM203J2056_090,有麼个問題無你想去真周到
DM203J2056_091,這站無閒麼个佢愛照顧厥姆
DM203J2056_092,客人用覆菜做等路已受歡迎
DM203J2056_093,阿爹有糖尿病使毋得食忒甜
DM203J2056_094,電火關撇佢麻煩你開電火好無
DM203J2056_095,遽兜會赴毋着咧駛車愛細義
DM203J2056_096,請問上姓𠊎姓黃安做大民
DM203J2056_097,生日快樂身體康健萬事如意
DM203J2056_098,客家文化園區輒輒舉辦展覽活動
DM203J2056_099,你今晡著都恁派頭愛去食酒係無
DM203J2056_100,你慢到咧請等一下𠊎黏時來
DM203J2056_101,𠊎愛睡當晝恁夜咧好去睡目咧
DM203J2056_102,阿爹在間肚歇睏老弟在廳下看電視
DM203J2056_103,阿姆在灶下煮飯𠊎逐朝脣掃地泥
DM203J2056_104,有人客來毋好打赤膊入屋請脫鞋
DM203J2056_105,坐火車愛先買票請問高鐵車頭仰脣行
DM203J2056_106,𠊎尿出想愛屙尿老妹在洗身間洗身
DM203J2056_107,喊計程車毋使愁停車問題坐飛行機較遽
DM203J2056_108,𠊎逐日騎鐵馬上班騎奧多拜愛戴安全帽
DM203J2056_109,老人家坐巴士毋使錢坐捷運使毋得食東西
DM203J2056_110,寒天著膨線衫當燒暖熱天當熱著短袖斯使得咧
DM203J2056_111,頭前斡正手片斯到宜蘭縣政府咧
DM203J2056_112,佢戴哪位佢戴屏東縣
DM203J2056_113,會議地點在哪位會議地點在新北市石碇區
DM203J2056_114,這張相片係麼个所在這係新德市雙茄區
DM203J2056_115,請問連光縣南光鄉公所在幾多樓在一樓
DM203J2056_116,𠊎愛轉苗栗火車停在第八月台愛遽遽去正毋會赴毋着
DM203J2056_117,阿哥後日愛坐六點个火車去羅東出差
DM203J2056_118,天光𠊎愛坐頭枋車去潮州車到站咧遽遽落車
DM203J2056_119,請問南港火車頭仰脣去𠊎帶你去火車頭還多人哦
DM203J2056_120,接送車會對本院駛到羅東火車頭在本院大門口坐車
DM203J2056_121,請問你對哪位來𠊎對雲林來
DM203J2056_122,吾爸準備愛去高雄出差個半月
DM203J2056_123,佢一個人去南投打拚厥姆當愁
DM203J2056_124,請問你識來過彰化無
DM203J2056_125,請問𠊎愛去苗栗愛仰脣盤車
DM203J2056_126,請問到金門愛駛幾久愛駛八點鐘久
DM203J2056_127,到臺東大約還有幾多公里還有九公里
DM203J2056_128,阿松哥八月十日愛討餔娘
DM203J2056_129,一月二十九學校放尞該日來去看電影好無
DM203J2056_130,根據政府个公告十一月十九放尞毋過前一個禮拜六愛上班
DM203J2056_131,王先生你掛个係三月初三朝脣个門診
DM203J2056_132,報名對六月初二起勢到七月初五為止
DM203J2056_133,客語認證个認證日係十月二十
DM203J2056_135,今年客家桐花祭對四月初十開始到五月二十四為止
DM203J2056_136,今晡係拜幾今晡係拜四店項有買一送一个活動
DM203J2056_137,你同𠊎看下今晡係拜幾今晡係拜六
DM203J2056_138,下禮拜一愛考試你知無下禮拜五愛記得交作業
DM203J2056_139,上禮拜二歸日落雨
DM203J2056_140,拜三佢請假你代理一下好無
DM203J2056_141,𠊎無戴時錶毋知這下幾多點這滿係十點
DM203J2056_142,你天光愛坐幾多點个火車𠊎愛坐七點个火車
DM203J2056_143,今晡九點愛開會哦請𢯭手準備資料
DM203J2056_144,一點好食飯咧食飯前愛先洗手食飯後愛湯嘴
DM203J2056_145,超過三點還吂到斯算慢到咧
DM203J2056_146,𠊎逐日兩點愛看電視新聞毋好緊看電視目珠會看壞撇
DM203J2056_147,天時轉好咧你等加有閒無五點共下來去運動
DM203J2056_148,這下幾多點咧八點大家共下來去打鬥敘
DM203J2056_149,你天光幾多點愛來四點若等先食緊來毋怕
DM203J2056_150,為著赴十二點看電視佢划飯划當遽
DM203J2056_151,失禮哦請你天光十一點正過打電話來掛號
DM203J2056_153,一百空一年度客語認證正式開始報名哩喲
DM203J2056_154,小姐先生𠊎愛點菜𠊎愛點八號餐
DM203J2056_155,你愛辦个業務在四樓𠊎同你𢯭手搤電梯
DM203J2056_156,請對九號櫃檯脣項个樓梯行往上斯在二樓
DM203J2056_157,門診間在三樓你坐電扶梯上去門診間斯在若左手片
DM203J2056_158,九十六路公車來咧遽遽上車
DM203J2056_159,若屋下个門牌係幾多號吾屋下个門牌係九十七號
DM203J2056_160,老弟自溜都當聽話佢正考着二十八分爺哀當失望
DM203J2056_161,請問你幾多號𠊎係二十一號
DM203J2056_162,一斤正四十九箍忒等價數當實在較便宜兜好無
DM203J2056_163,佢在路項拈着五十五箍
DM203J2056_164,這西瓜幾多錢三十八箍
DM203J2056_165,你掛个係五十六號愛先同你收掛號費兩百箍
DM203J2056_166,請你去藥局領藥若个號碼係四十四號勞瀝請慢行
DM203J2056_167,你係七十七號等加喊着若號碼正請你去櫃台辦理
DM203J2056_168,這索幾長六十七公尺這菜仰脣賣一抓六十九箍
DM203J2056_169,檢查報告大約愛等三十七分鐘請你先坐一下
DM203J2056_170,司機先生𠊎愛趕時間三十一分鐘會到無
DM203J2056_171,好䟘床咧遽遽去洗面鑪牙齒還愛幾久過八分鐘
DM203J2056_172,佢這擺買火車票買撇九百箍
DM203J2056_173,這隻幾多錢這隻四千八百箍
DM203J2056_174,佢去遶百貨公司刷卡買東西用撇五萬箍
DM203J2056_175,桌項有兩支暖罐紙雄裡肚有四粒球
DM203J2056_176,對這行路去火車頭愛行六分鐘
DM203J2056_177,這本書總共有七百頁𠊎算一下總共愛兩百箍
DM203J2056_178,你幾多歲咧𠊎今年三歲
DM203J2056_179,這領衫買撇𠊎八百箍
DM203J2056_180,頭家雞卵一斤幾多錢雞卵一斤六十二箍
DM203J2056_181,伸這兜歸下賣你四百箍斯好
DM203J2056_182,𠊎聽講阿美著著五千萬个大獎有影抑無影
DM203J2056_183,桌當久無捽塵灰當賁喊兩個人過去該片𢯭手
DM203J2056_184,請問若屋家有幾多人吾屋家總共有六個人
DM203J2056_185,𠊎今晡慢到七分鐘分先生罵
DM203J2056_186,佢請假三日分頭家扣月給
DM203J2056_187,請問到終點還有幾多站還有八站斯會到咧
DM203J2056_188,若倈今年幾多歲吾倈今年九歲還得日惜哦
DM203J2056_189,四斤牛眼毋知係忒多抑係忒少
DM203J2056_190,頭家請五個細妹來拉生理
DM203J2056_191,係愛掛號麻煩健保卡分𠊎還過繳兩百箍
DM203J2056_192,三餐食飽飯食藥一日食三擺一擺兩粒
DM203J2056_193,這兩種藥毋好共下食愛間七點鐘正好食哦
DM203J2056_194,愛注意喔這兩種目藥水請間三點鐘正點
DM203J2056_195,你愛尞幾久𠊎愛尞八日因為阿舅愛討餔娘
DM203J2056_196,吾等有九個人吾等想愛坐偎窗門个位
DM203J2056_197,作文題目係𠊎若係有四萬箍想愛做麼个
DM203J2056_198,夜市肚个牛仔褲一領正賣五百又靚又便宜
DM203J2056_199,𠊎恁久嗽無停你哪時注意着這個問題兩日前
DM203J2056_200,檢查好咧六日後正轉來分先生看聽報告
DM203K2001_001,火黏蟲這幾年見到國曆四月中到五月初
DM203K2001_002,係油桐花開个季節
DM203K2001_003,同時又係𫣆等中部火黏蟲大出个時節
DM203K2001_004,苗栗臺中偎山个所在有當多生理人
DM203K2001_005,用日時頭賞桐花
DM203K2001_006,暗晡頭探火黏蟲个活動來廣告
DM203K2001_007,餳來臺灣各地个人客
DM203K2001_008,在這段時間中部地區个觀光緊點日日人尖人
DM203K2001_009,也同這兜生理人个錢袋塞淰淰
DM203K2001_010,滿山个油桐花開都白蓬蓬正經係當靚个風景
DM203K2001_011,暗昏了後歸陣个火黏蟲又會帶分人客無共樣个享受
DM203K2001_012,因致恁泥人客看花賞火黏蟲笑咪咪
DM203K2001_013,生理人算錢也算去牙哂哂
DM203K2001_014,火黏蟲對吾等這兜莊下細人來講實在無麼个稀奇
DM203K2001_015,斯像春天開花秋天落葉恁自然
DM203K2001_016,記得𠊎做細人該下
DM203K2001_017,熱天食飽夜阿姆還在灶下撿揫
DM203K2001_018,阿爹阿奶擎核葵扇在禾埕坐涼打嘴鼓
DM203K2001_019,阿哥斯會帶緊𠊎同老弟捉火黏蟲搞
DM203K2001_020,該當時个火黏蟲滿哪都係禾埕項斯看得著
DM203K2001_021,成半下還會飛入屋家肚去在電火下飛來飛去
DM203K2001_022,阿哥个先生識講古分厥等聽
DM203K2001_023,講頭擺有一個細人當想愛讀書
DM203K2001_024,毋過屋家當匱無錢好點燈盞分佢看書
DM203K2001_025,佢斯走去捉當多火黏蟲張在細麻紗布袋肚
DM203K2001_026,用火黏蟲个光來讀書臨尾佢大漢了斯當有成就
DM203K2001_027,阿哥也想愛捉火黏蟲來做電火
DM203K2001_028,斯湊𠊎同老弟共下去屋背个菜園捉
DM203K2001_029,屋背暗摸胥疏還有真多吱吱嘎嘎个蟲𧊅噭聲
DM203K2001_030,當得人驚𠊎同老弟揪核阿哥个衫尾
DM203K2001_031,驚都毋敢敨大氣一步一步耐到菜園
DM203K2001_032,看著歸菜園做下係𥍉上𥍉下个火黏蟲
DM203K2001_033,比田凳个星還較多還較靚
DM203K2001_034,吾等歡喜都咻咻滾暢都奈毋得
DM203K2001_035,吾等捉著幾下十隻火黏蟲飆轉屋家愛同阿姆展寶
DM203K2001_036,無想著阿姆一下斯喊吾等同火黏蟲放撇
DM203K2001_037,阿哥毋肯𠊎同老弟也毋盼得
DM203K2001_038,想同歸油紙絡个火黏蟲放在間肚
DM203K2001_039,看有影毋使點電火無
DM203K2001_040,阿姆講使毋得捉火黏蟲
DM203K2001_041,遽遽同火黏蟲放撇啦
DM203K2001_042,若無若等暗夜睡目斯會拉尿哦
DM203K2001_043,吾等聽著驚拉尿分人笑
DM203K2001_044,斯遽遽走去禾埕同火黏蟲放撇
DM203K2001_045,看核一隻一隻火黏蟲𥍉啊𥍉
DM203K2001_046,對油紙絡肚慢慢飛出來飛對暗暗个圍牆背去
DM203K2001_047,第二日打早吾等三個做下無拉尿
DM203K2001_048,對該擺起勢吾等也毋識過捉火黏蟲來搞了
DM203K2001_049,這下愐起來實在愛阿腦阿姆个智慧
DM203K2001_050,若無佢騙吾等講捉火黏蟲會拉尿
DM203K2001_051,該當時毋知會分吾這兜損撇幾多火黏蟲嚟
DM203K2001_052,阿奶个鎖匙在𠊎做細人个時節
DM203K2001_053,阿奶个褲頭總係結一支黃銅色个鎖匙
DM203K2001_054,逐擺遠遠聽著賣雜細个車來了
DM203K2001_055,𠊎斯會三步做兩步行趕緊去灶下尋阿奶
DM203K2001_056,阿奶在灶下煮食當無閒
DM203K2001_057,𠊎看著阿奶同草結窿入灶空肚
DM203K2001_058,灶空火真猛鑊頭𤊶𤊶
DM203K2001_059,阿奶面紅紅歸間灶下香馞馞
DM203K2001_060,𠊎同阿奶講阿奶遽遽啦
DM203K2001_061,賣雜細个頭家來咧在大禾埕等哦
DM203K2001_062,大伯姆同四叔婆乜在該買當鬧熱呢
DM203K2001_063,妳愛去看無今晡日還有賣阿奶親愛食个滷朳哦
DM203K2001_064,遽遽啦等下頭家斯會走撇了
DM203K2001_065,阿奶笑瞇瞇同𠊎講聽著了
DM203K2001_066,你看若口涎水溚溚跌哩喲毋使恁趕緊
DM203K2001_067,等𠊎同覆菜湯煮好正去拿錢
DM203K2001_068,𠊎跈阿奶一路行到間肚阿奶打開鏡櫥
DM203K2001_069,愛開拖箱个時節斡頭同𠊎講
DM203K2001_070,細人出去外背等阿奶愛拿錢毋好入來間肚看
DM203K2001_071,𠊎會尖在門脣偷看阿奶試著當生趣
DM203K2001_072,𠊎看著阿奶在間肚對褲頭揙出一支黃銅色个鎖匙
DM203K2001_073,卡一聲𠊎知拖箱打開來咧
DM203K2001_074,好空哩喲這下油糖好食得哪
DM203K2001_075,一𥍉目阿奶手項斯揢有銀角同幾種銀票了
DM203K2001_076,又聽著卡一聲斯知拖箱又鎖好了
DM203K2001_077,阿奶同鎖匙結倒轉去褲頭衫腳揪好勢
DM203K2001_078,牽核吾个手共下到大禾埕來尋頭家買雜細
DM203K2001_079,大禾埕鬧借借伯婆畜个細黃狗乜來鬥鬧熱
DM203K2001_080,頭家看著恁多人啁啁滾生理恁好笑都嘴合毋密
DM203K2001_081,阿奶在雜細車裡肚揙來揙去
DM203K2001_082,揙著一雙粉紅色个拖鞋
DM203K2001_083,還有一包糖兩支冰還過阿奶自家好食个滷朳
DM203K2001_084,買著了後兩子阿奶歡歡喜喜
DM203K2001_085,坐在門碫下緊食緊打嘴鼓
DM203K2001_086,𠊎同阿奶講阿奶當好食呢
DM203K2001_087,阿奶笑笑同𠊎講麼个阿奶好食係冰好食啦
DM203K2001_088,遽遽食冰會溶撇了糖像蜜冰乜透心涼
DM203K2001_089,滷朳鹹甘鹹甘倆子阿奶你一口𠊎一口
DM203K2001_090,試著當幸福當滿足
DM203K2001_091,阿奶个鎖匙搭搭分𠊎二十寒暑
DM203K2001_092,到這下逐擺在市場看著滷朳
DM203K2001_093,𠊎斯會愐著阿奶該支黃銅色个鎖匙
DM203K2001_094,一支細細个鎖匙結係兩子阿奶个血脈
DM203K2001_095,一支細細个鎖匙串核兩子阿奶个親情
DM203K2001_096,避暑木棉花正開過番婆花續核開去鬧榮榮
DM203K2001_097,天時漸漸熱哩喲這學期个考試總算也考煞了
DM203K2001_098,原旦因致考來無理想心肝當慍悴
DM203K2001_099,毋過一想著黏時斯係避暑放尞
DM203K2001_100,𠊎斯同考試成績毋記得淨淨了
DM203K2001_101,暢都硬硬愛飛起來咧哦
DM203K2001_102,因致避暑𠊎斯愛轉莊下外阿公屋家
DM203K2001_103,使得同外阿婆使妮使得拈蛇打𧊅滿園滿哪走了
DM203K2001_104,𠊎係外阿公外阿婆在莊下渡大个細人
DM203K2001_105,逐暗晡還愛外阿婆揞緊睡
DM203K2001_106,到讀書正分爺哀接來都市戴
DM203K2001_107,逐年七月初兩個老人家斯頭鉤鉤望𠊎轉去
DM203K2001_108,厥等早都將吾个金紅拚淨俐
DM203K2001_109,鹹豬肉糟嫲雞也滷便等
DM203K2001_110,鄰舍講吾外阿婆係戇雞嫲孵鴨卵
DM203K2001_111,佢總係笑咪咪應講
DM203K2001_112,不管外孫抑係內孫共樣係吾个寶貝孫啊
DM203K2001_113,外阿公戴个係伙房屋屋脣有一窟大陂塘
DM203K2001_114,陂塘脣搭一間寮畜鴨
DM203K2001_115,陂塘肚還有阿舅前兩年放个草魚崽
DM203K2001_116,今年怕使得釣草魚了記得舊年有一擺
DM203K2001_117,落過西北雨个暗晡頭阿舅在廳下看電視
DM203K2001_118,屋家个狗對緊阿舅个交椅下緊吠
DM203K2001_119,貓个圍身也拱高高咕咕滾低聲緊噭
DM203K2001_120,緊恅著係狗同貓在該冤家罵兩句咧也共樣吠無停
DM203K2001_121,佢順勢看往下阿姆哀哦
DM203K2001_122,一尾拗蠻大尾个臭青嫲在交椅下
DM203K2001_123,聽著阿舅大嫲聲喊歸屋家人雜手亂拳喊喊滾
DM203K2001_124,毋知愛仰結煞正好還係外阿公較即靈
DM203K2001_125,挱著壁脣个掃把三兩下斯將蛇哥逐走了
DM203K2001_126,這下正知恁久來有看著鴨嫲孵卵
DM203K2001_127,嗄無看著鴨子孵出來
DM203K2001_128,單淨聽著半夜鴨嫲呱呱滾个聲
DM203K2001_129,該尾臭青嫲斯係偷卵賊
DM203K2001_130,外阿婆在屋背半山排種幾下芙蓮竹
DM203K2001_131,禾埕盡个菜園種兜菜
DM203K2001_132,賣竹筍買菜賺个係厥私伽錢
DM203K2001_133,𠊎盡好跈佢上街路去市場賣菜
DM203K2001_135,這係𠊎盡思念个客家味
DM203K2001_136,外阿婆會偷偷㘝兜錢分𠊎做所費
DM203K2001_137,𠊎知這係外阿婆个辛苦錢對點菜人起勢
DM203K2001_138,淋肥捉蟲細心細意照顧斯像對𠊎共樣
DM203K2001_139,熱驚𠊎燒寒怕𠊎冷望𠊎靚望𠊎大
DM203K2001_140,恁多年來這兜零星錢𠊎一個銀都毋盼得使
DM203K2001_141,避暑係𠊎同外阿公外阿婆个期待
DM203K2001_142,開學前个分離逐擺害吾等目珠紅鼻公酸
DM203K2001_143,一年過一年𠊎緊來緊大漢厥等个頭那毛嗄緊來緊白
DM203K2001_144,背囊也越來越瘟日日還係做到兩頭烏
DM203K2001_145,希望外阿公外阿婆身體砸磳
DM203K2001_146,等𠊎大漢賺錢分厥等做所費
DM203K2001_147,光雞𬠖記得讀二年生該年連續漚雨幾下禮拜
DM203K2001_148,雨落去人硬硬都會生菇咧直直到禮拜三朝晨正斷雨腳
DM203K2001_149,當晝放學還有日頭花對賁賁个烏雲肚箭出來
DM203K2001_150,大家都當歡喜排列行出校門
DM203K2001_151,著緊水靴蠻皮个細倈斯起勢作怪涉水搞
DM203K2001_152,泥漿水射去脣項个細妹同學吱吱滾緊閃緊跳緊走
DM203K2001_153,笑聲咄聲罵聲鬧借借襯核轉學天个天時
DM203K2001_154,大家个心情也像慢慢散撇个烏雲緊來緊開
DM203K2001_155,𠊎同老弟轉到屋面前个楓樹伯公下
DM203K2001_156,看著一陣細細隻大頭𢫦烏烏个魚
DM203K2001_157,在路脣落雨過後个細水窟肚
DM203K2001_158,泅來泅去當生趣吾等跍緊看看都毋記得好轉
DM203K2001_159,阿奶等無吾等行出禾埕大聲咻
DM203K2001_160,吾等正真毋甘願行轉屋家
DM203L2056_001,同正開个花恁泥拗拗撇實在還高無
