檔名,客語漢字
DM203L2056_130.wav,若倈透日透夜讀書考著公務人員乜值啦
DM203L2056_131.wav,同佢講無兩句話佢斡頭斯走毋知在譴麼个
DM203L2056_132.wav,打發粄碗粄會用著秥米軟硬正較堵好
DM203L2056_133.wav,一到寒天阿姆斯會用泥缽燉雞分吾等食
DM203L2056_134.wav,該斯堪毋得半角銀个東西仰脣愛恁計較
DM203L2056_135.wav,照理講佢練習恁久咧應當真熟絡正著
DM203L2056_136.wav,厥氣力真大使得搬得贏一大籃高麗菜
DM203L2056_137.wav,若這坵田總下係肥泥怪得收成會恁好
DM203L2056_138.wav,屋家有人過身孝子愛請人去外家報喪
DM203L2056_139.wav,做生理愛秤頭足人客正會輒輒來交關
DM203L2056_140.wav,狗食東西个時節猴呷呷別儕一來斯咬佢
DM203L2056_141.wav,佢透長年在外國做生理單淨過年掛紙正會轉臺灣
DM203L2056_142.wav,將半燥濕个鹹菜揤入盎肚倒覆放斯會變做覆菜
DM203L2056_143.wav,背帶毋單淨背細人成半下綑被骨乜會暫用著
DM203L2056_144.wav,阿玲玩具搞撇無收揫害厥姆躪著跌去四腳惹天
DM203L2056_145.wav,今晡日莊項做鬧熱阿姆㓾雞捋鴨來款待人客
DM203L2056_146.wav,這垤布當嗍水正放落去斯同歸桌个水嗍去燥燥
DM203L2056_147.wav,團圓飯真豐沛有爌肉有長年菜還過有菜頭粄
DM203L2056_148.wav,年下家家屋屋愛拚掃愛辦年貨大家都無閒濟借
DM203L2056_149.wav,𥍉爧了後跈緊會響雷公雷公聲大都細人做下會驚
DM203L2056_150.wav,頭擺阿爹還在个時節輒輒用石舂臼舂粢粑食
DM203L2056_151.wav,水道頭壞撇水洩都歸灶下遽遽先拿隻塞塞核去
DM203L2056_152.wav,你莫恁泥食人夠夠若無受著報應會孤盲絕代
DM203L2056_153.wav,佢做業務滿哪尋客戶因致逐日著去𪁎頭𪁎頭
DM203L2056_154.wav,挷索愛聽隊長个指揮大家共下出力挷正會贏
DM203L2056_155.wav,吂有瓦斯該下大水一過斯愛去拈大水樵來燒
DM203L2056_156.wav,佢中風過後右手毋會載力連飯碗都兜毋起來
DM203L2056_157.wav,佢同人相打分人盪啊去面項一搭紅紅个巴掌印
DM203L2056_158.wav,阿文搬走當久咧這下還普普知佢生來無已高
DM203L2056_159.wav,做這乞食頭路一個月賺無幾多錢當難過日
DM203L2056_160.wav,清海嫂聽著妹快會降咧企坐毋核遽遽逐到醫院去
DM203L2056_161.wav,寒天來咧阿奶个腳膝頭又會咻咻咻咻疾都睡毋得
DM203L2056_162.wav,歸個暑假都走去海脣沙埔項搞當然晒都歸身烏金烏金
DM203L2056_163.wav,這兜菜總共三百空七箍拿三百斯好零頭毋使
DM203L2056_164.wav,頭擺个細人有耳無嘴這下个細人吵耳吵鼻
DM203L2056_165.wav,這下係工業社會一般人家半晝上下大半無人在
DM203L2056_166.wav,頭家走路愛手腳下同佢𢯭捽屎胐正經有罅見笑哪
DM203L2056_167.wav,吂識做過个事先試試看做著順手正做落去
DM203L2056_168.wav,在臺灣不管愛食桌菜抑係西餐逐樣料理都有
DM203L2056_169.wav,該支竹篙愛用鉛線纏緪來正毋會分風吹橫撇
DM203L2056_170.wav,背囊小可痠軟若係有人𢯭捶背囊毋知有幾湛
DM203L2056_171.wav,𠊎係正入公司个後撐勞瀝頭家个牽成分𠊎機會
DM203L2056_172.wav,大家尞核好好講兩句佢毋中意聽个話佢斯掣緊走
DM203L2056_173.wav,日頭个輻射線會傷害皮膚所以出門愛戴帽同著長袖衫
DM203L2056_174.wav,正讀幼稚園斯學人棚目鏡係毋係看電視看忒多
DM203L2056_175.wav,風合雨个天時你還愛在外背走傱實在還辛苦
DM203L2056_176.wav,看你恁久殗殗無半屑雄頭係毋係有哪爭差
DM203L2056_177.wav,你恁泥假精做个決定後果斯愛你自家來承受
DM203L2056_178.wav,科學發達个時代各種物品都用機器大量生產
DM203L2056_179.wav,今你愛作反係無屋家个大項事愛大家議定正準算
DM203L2056_180.wav,往日係阿成拜伯公今這下佢過身咧下次擺換麼人拜
DM203L2056_181.wav,佢打官司眼時看著還暢暢盡尾會仰脣還吂知
DM203L2056_182.wav,湖鰍當會鑽看緊捉著咧又對手指罅滑走咧
DM203L2056_183.wav,阿美同阿梅兩儕同年毋過阿美看起來較後生
DM203L2056_184.wav,厥哥做水果大賣生理厥屋家食水果多多少少有好打幫
DM203L2056_185.wav,該個流漂子同厥爸討錢討毋著斯愛對人生死咧
DM203L2056_186.wav,這大鑊較少用同佢上上去碗櫥項係愛用正拿落來
DM203L2056_187.wav,食忒遽分卵黃哽著敨氣毋出差一屑斯哽死
DM203L2056_188.wav,頭擺人戴个泥磚屋係用泥打磚結壁起起來个
DM203L2056_189.wav,你若還在讀書收著調兵个通知單斯愛去辦延期徵召
DM203L2056_190.wav,佢無瘸手跛腳也毋會目瞨耳聾應該毋會尋毋著頭路
DM203L2056_191.wav,吾叔姆會六十歲咧還跈人去參加鐵人三項比賽
DM203L2056_192.wav,你整理个資料大家看無同大家說明一下好無
DM203L2056_193.wav,春天个時節耕種人一做田白鶴斯會跈在後背來食蟲
DM203L2056_194.wav,千差萬差都𠊎毋著你無毋著恁泥使得無
DM203L2056_195.wav,腦屎在頭那殼裡肚係人體當中盡重要个部分
DM203L2056_196.wav,大家都在該揣玻璃係麼人打爛个原來係你打爛个
DM203L2056_197.wav,這事業毋知做得無來去廟項抽籤卜卦請示神明下
DM203L2056_198.wav,張伯姆好手腳毋使半點鐘斯煮一張桌豐豐沛沛
DM203L2056_199.wav,這件事情𠊎無法度主意愛問主事人正較準
DM203L2056_200.wav,這箱蓮霧靠著咧該載無綿撇阿姆講愛先洗來食
DM203L2056_201.wav,雨落忒多做大水無半屑雨做天旱實在已難耐
DM203L2056_202.wav,該個後生已了少在老人家面前也無大無細惡桀桀
DM203L2056_203.wav,在莊下若係堵著有糾紛个事情村長斯會做公親
DM203L2056_204.wav,這兩三日趕報告全無睡目垂垂擘目都毋開
DM203L2056_205.wav,你哪下正有閒使得來同外阿婆个菜園𢯭牽水笐
DM203L2056_206.wav,教書个人歸日講無停一下無堵好斯會失聲
DM203L2056_207.wav,鑪牙齒个時節牙齦肉若會流血可能係牙周病哦
DM203L2056_208.wav,麼人喊你恁假會這下同洗衫機搣壞撇你敢毋使負責
DM203L2056_209.wav,田項泥濫濫若係漯落去無人拉起來斯麻煩咧
DM203L2056_210.wav,路脣該頭桑垂樹項打淰淰个桑垂有紅有烏還靚哦
DM203L2056_211.wav,爺哀个愛心總係減飯分子女驚厥等無食飽
DM203L2056_212.wav,阿爸月頭斯領月給阿姆个月給愛到初十正有好領
DM203L2056_213.wav,這件事情恁大愛大家參詳毋好自家大主大意
DM203L2056_214.wav,頭擺个布做衫已毋耐著匱人長年透天都著都爛擐爛擐
DM203L2056_215.wav,海脣風恁大你又講無停係食著海風轉去會失聲
DM203L2056_216.wav,吾屋家个人客間閒閒你來歇兩暗晡乜無問題
DM203L2056_217.wav,阿義个手目毋堵好參著嗄㪐腕實在還衰喲
DM203L2056_218.wav,燒燒个打馬膠愛用石輪輾過大路正毋會礫礫矻矻
DM203L2056_219.wav,佢兩儕講个話無共樣比手畫腳也使得溝通
DM203L2056_220.wav,佢昨晡日打拳毋堵好搵著怕幾下日使毋得去咧
DM203L2056_221.wav,滷卵毋單淨使得傍飯傍麵還使得做飯包菜實在當好用
DM203L2056_222.wav,經過三到滾水後水餃浮起來斯使得用撈揮撈起來食咧
DM203L2056_223.wav,阿雲伯个孫正讀小學一年佢逐日都去學校門口等佢放轉
DM203L2056_224.wav,看這勢面阿爸定著會發譴等還係先走先贏莫去惹著佢
DM203L2056_225.wav,聽講頭擺厥爹做土地代書个時節屋家長在有人來送大閹雞
DM203L2056_226.wav,阿奶講頭擺个婦人家做月像關囹个樣哪有像這下人恁自由
DM203L2056_227.wav,阿欽叔已會算無論大小事情佢都會先扚算盤看算得和無
DM203L2056_228.wav,頭擺還有補鑊頭个人這下連補衫補皮鞋个人都罕得看著咧
DM203L2056_229.wav,阿豐叔會五十歲咧正降著一個滿子佢暢去滿哪都去同人講
DM203L2056_230.wav,加十分鐘斯愛落車咧若車票絞到哪去咧還毋較遽兜揙出來
DM203M2056_001.wav,賊牯吾老屋在當單純當恬靜个東勢莊下
DM203M2056_002.wav,鄰舍當互相係一個當有人情味个好所在
DM203M2056_003.wav,因致讀書食頭路較方便吾等搬到臺中戴
DM203M2056_004.wav,毋過一到放尞日
DM203M2056_005.wav,吾等姊妹斯會相招共下轉老屋戴六日
DM203M2056_006.wav,平常時鄰舍也會同吾等𢯭掌屋分吾等當安心
DM203M2056_007.wav,半年前禮拜六臨晝𠊎先轉到老屋
DM203M2056_008.wav,一落車斯試著怪怪仰脣鎖好个廳下門會留一縫
DM203M2056_009.wav,行偎去看阿姆唉唷
DM203M2056_010.wav,地泥下留有一支當粗當長个撙篦同一隻手落
DM203M2056_011.wav,撬壞个鎖頭散都一地泥連門都撬壞撇了
DM203M2056_012.wav,𠊎著驚下驚怕係有賊牯來揙東西
DM203M2056_013.wav,也毋知這賊還有囥在屋家肚無
DM203M2056_014.wav,黏時先打電話去派出所報案
DM203M2056_015.wav,過催老弟遽遽轉來處理電話打撇
DM203M2056_016.wav,正注意著自家个手緊掣心臟像打鼓樣咚咚滾緊跳
DM203M2056_017.wav,過十分鐘左右派出所个巡佐同里長共下趕到位
DM203M2056_018.wav,巡佐戴核手落細義打開門先入到屋家肚巡過一遍
DM203M2056_019.wav,確定賊無在屋肚正分吾等入去看有打毋見麼个無
DM203M2056_020.wav,無幾久鑑識組个人員來採證據
DM203M2056_021.wav,鄰舍看著巡查車停在吾屋面前也來關心
DM203M2056_022.wav,去派出所做好筆錄里長也拜託巡佐同巡查愛加強巡邏
DM203M2056_023.wav,還分莊項人安全同安心
DM203M2056_024.wav,毋過一個月過撇無捉著賊無打緊該賊又來了
DM203M2056_025.wav,同正整好个門新安个鎖做下撬壞
DM203M2056_026.wav,三禮拜後賊又來了吾等共樣又報案整理修換門鎖
ZF209P2101_001.wav,佢起性地啊
ZF209P2101_002.wav,恁久無䀴著
ZF209P2101_003.wav,𠊎轉來啊
ZF209P2101_004.wav,你討去哪位
ZF209P2101_005.wav,真得人惜哦
ZF209P2101_006.wav,真得人慼哦
ZF209P2101_007.wav,阿依猶吂轉
ZF209P2101_008.wav,有閒正來尞
ZF209P2101_009.wav,你夫娘真靚
ZF209P2101_010.wav,拁電火關莫
ZF209P2101_011.wav,駛車愛細義
ZF209P2101_012.wav,坐飛機較緊
ZF209P2101_013.wav,寒著愛戴嘴揞
ZF209P2101_014.wav,你哪位毋堵好
ZF209P2101_015.wav,實在足難相信
ZF209P2101_016.wav,勞力你个照顧
ZF209P2101_017.wav,上課毋好啄睡
ZF209P2101_018.wav,今日天氣真好
ZF209P2101_019.wav,昨日無閒歸日
ZF209P2101_020.wav,歹勢無要緊
ZF209P2101_021.wav,得𠊎想一下
ZF209P2101_022.wav,有人在屋下無
ZF209P2101_023.wav,阿怙無在屋下
ZF209P2101_024.wav,厥丈夫真緣投
ZF209P2101_025.wav,歹勢攪吵啊
ZF209P2101_026.wav,你愛攔時間無
ZF209P2101_027.wav,有麼个問題無
ZF209P2101_028.wav,你想到真周到
ZF209P2101_029.wav,這站無閒麼个
ZF209P2101_030.wav,你傷慢到位啊
ZF209P2101_031.wav,𠊎愛睡當晝
ZF209P2101_032.wav,請在這斡倒裡
ZF209P2101_033.wav,五月節愛食餡粽
ZF209P2101_034.wav,你个手機幾*多號
ZF209P2101_035.wav,你个功課做好吂
ZF209P2101_036.wav,𠊎會細義一兜
ZF209P2101_037.wav,這個想法真誠好
ZF209P2101_038.wav,會用無毋會用
ZF209P2101_039.wav,你會無無問題
ZF209P2101_040.wav,𠊎真愛食青菜
ZF209P2101_041.wav,你愛啉麼个飲料
ZF209P2101_042.wav,這雙鞋無幾合腳
ZF209P2101_043.wav,臺灣不時有地動
ZF209P2101_044.wav,這位毋會用食薰
ZF209P2101_045.wav,天氣變到真涼爽
ZF209P2101_046.wav,韶日晨早正聯絡
ZF209P2101_047.wav,請問愛麼个服務
ZF209P2101_048.wav,勞力毋使細義
ZF209P2101_049.wav,𠢕早食飽吂
ZF209P2101_050.wav,阿公在間底歇睏
ZF209P2101_051.wav,阿依在灶下煮飯
ZF209P2101_052.wav,請問哪位有便所
ZF209P2101_053.wav,有失眠个問題無
ZF209P2101_054.wav,祝福你量早康復
ZF209P2101_055.wav,算較便宜兜好無
ZF209P2101_056.wav,𠊎想討學做麵包
ZF209P2101_057.wav,這個皮包係麼儕个
ZF209P2101_058.wav,阿妹背書包去學校
ZF209P2101_059.wav,阿姊真愛食菜頭粄
ZF209P2101_060.wav,寒天北部不時落雨
ZF209P2101_061.wav,毋好為著這來失志
ZF209P2101_062.wav,係麼儕打來个電話
ZF209P2101_063.wav,垃圾愛做資源回收
ZF209P2101_064.wav,今日个菜口味仰子
ZF209P2101_065.wav,𠊎昨暗夜失眠啊
ZF209P2101_066.wav,佢愛照顧佢个阿依
ZF209P2101_067.wav,麻煩你開電火好無
ZF209P2101_068.wav,恁暗啊好去睡啊
ZF209P2101_069.wav,阿弟在廳下䀴電視
ZF209P2101_070.wav,𠊎逐晨早掃泥下
ZF209P2101_071.wav,入來屋下底愛脫鞋
ZF209P2101_072.wav,坐火車愛先打車票
ZF209P2101_073.wav,老儕坐巴士毋使錢
ZF209P2101_074.wav,你按算在這歇幾久
ZF209P2101_075.wav,請問愛仰子提票咧
ZF209P2101_076.wav,請問收銀臺在哪位
ZF209P2101_077.wav,𠊎討加一頂眠床
ZF209P2101_078.wav,請問你哪位無快活
ZF209P2101_079.wav,你這個症頭幾久啊
ZF209P2101_080.wav,𠊎開食个藥得你
ZF209P2101_081.wav,請問內科愛仰子行
ZF209P2101_082.wav,阿叔無慣勢著西裝
ZF209P2101_083.wav,慢慢子行毋使攔緊
ZF209P2101_084.wav,恭喜發財新年快樂
ZF209P2101_085.wav,請毋好在車底食物件
ZF209P2101_086.wav,學生愛著制服去學校
ZF209P2101_087.wav,阿伯蹛个樓屋有電梯
ZF209P2101_088.wav,𠊎行去郵便局寄批
ZF209P2101_089.wav,𠊎在十字路口等你
ZF209P2101_090.wav,佢這擺用信用卡納錢
ZF209P2101_091.wav,在網路買物件真利便
ZF209P2101_092.wav,佢著新褲去外媽屋下
ZF209P2101_093.wav,恁吵你仰子拄會核
ZF209P2101_094.wav,今日个報紙你有䀴無
ZF209P2101_095.wav,共下來去公園運動啦
ZF209P2101_096.wav,𠊎無閒到無閒挾掣
ZF209P2101_097.wav,請問高鐵車頭仰子行
ZF209P2101_098.wav,𠊎尿急想討屙尿
ZF209P2101_099.wav,阿妹在洗浴間洗膴身
ZF209P2101_100.wav,𠊎逐日騎鐵馬上班
ZF209P2101_101.wav,上禮拜一歸日落雨
ZF209P2101_102.wav,桌崠有六支燒水罐
ZF209P2101_103.wav,紙箱內底有兩粒球
ZF209P2101_104.wav,請問你識來過雲林無
ZF209P2101_105.wav,猶愛幾久擱九分鐘
ZF209P2101_106.wav,這本書攏總有五百頁
ZF209P2101_107.wav,這領衫𠊎開五百箍
ZF209P2101_108.wav,佢蹛哪位佢蹛新竹市
ZF209P2101_109.wav,請問中壢火車頭仰子去
ZF209P2101_110.wav,後禮拜五愛記得交作業
ZF209P2101_111.wav,這滿幾*多點啊十二點
ZF209P2101_112.wav,佢在路上撿著七十六箍
ZF209P2101_113.wav,𠊎屋下攏總有六個人
ZF209P2101_114.wav,阿松哥四月初八討渡夫娘
ZF209P2101_115.wav,後禮拜二愛考試你知無
ZF209P2101_116.wav,你韶日幾*多點討來五點
ZF209P2101_117.wav,這西瓜幾多錢七十四箍
ZF209P2101_118.wav,佢這擺買火車票開七百箍
ZF209P2101_119.wav,請問這個拜六有空个房間無
ZF209P2101_120.wav,韶日𠊎討坐頭枋車去鳳山
ZF209P2101_121.wav,𠊎逐日一點愛䀴電視新聞
ZF209P2101_122.wav,𠊎算一下攏總愛六百箍
ZF209P2101_123.wav,你幾*多歲啊𠊎今年四歲
ZF209P2101_124.wav,超過六點猶吂到即算慢到啊
ZF209P2101_125.wav,三十八路公車來啊較緊上車
ZF209P2101_126.wav,佢正考著十六分爺哀真失望
ZF209P2101_127.wav,請問你幾*多號𠊎係八十號
ZF209P2101_128.wav,這個幾多錢這個兩千八百箍
ZF209P2101_129.wav,請問你對哪位來𠊎對臺北來
ZF209P2101_130.wav,𠊎爸準備去花蓮出差個半月
ZF209P2101_131.wav,請問𠊎討去高雄愛仰子盤車
ZF209P2101_132.wav,一斤正九十七箍定價數真實在
ZF209P2101_133.wav,對這行路去火車頭愛行八分鐘
ZF209P2101_134.wav,伸這兜仔歸下賣得你三百箍即好
ZF209P2101_135.wav,𠊎今日慢到四分鐘得先生罵
ZF209P2101_136.wav,坐捷運毋會用食物件
ZF209P2101_137.wav,寒天著膨線衫真燒暖
ZF209P2101_138.wav,請問遊客中心在哪位
ZF209P2101_139.wav,請問愛去哪位領行李
ZF209P2101_140.wav,請問係跳表算錢係無
ZF209P2101_141.wav,請在下一個路口歇車
ZF209P2101_142.wav,這係特價商品係毋係
ZF209P2101_143.wav,會用算較便宜一兜仔無
ZF209P2101_144.wav,請問這有免稅服務無
ZF209P2101_145.wav,𠊎想討喊客房服務
ZF209P2101_146.wav,請問你討辦麼個手續
ZF209P2101_147.wav,結婚證人愛滿二十歲
ZF209P2101_148.wav,今日有哪位無快活無
ZF209P2101_149.wav,請問你係仰子著傷啊
ZF209P2101_150.wav,請問討入院幾多日咧
ZF209P2101_151.wav,普通時有食麼个藥無
ZF209P2101_152.wav,請問愛幾久換一擺藥
ZF209P2101_153.wav,請問掛號櫃臺在哪位
ZF209P2101_154.wav,請問你个聯絡電話係
ZF209P2101_155.wav,大家作垺來去打鬥四
ZF209P2101_156.wav,新个頭路你做會慣勢無
ZF209P2101_157.wav,今日歇睏毋使去學校
ZF209P2101_158.wav,你識佢無𠊎毋識佢
ZF209P2101_159.wav,阿怙逐晨早都愛啉咖啡
ZF209P2101_160.wav,請問這領衫係麼个寸尺
ZF209P2101_161.wav,佢人逐暗夜攏愛去補習
ZF209P2101_162.wav,熱天大家較愛去海脣尞
ZF209P2101_163.wav,有病愛較緊去得先生䀴
ZF209P2101_164.wav,表大逐日攏真認真做事
ZF209P2101_165.wav,暗夜時駛車愛擱較注意
ZF209P2101_166.wav,請問會用尋麼儕鬥相共
ZF209P2101_167.wav,韶日會用在屋下打電動
ZF209P2101_168.wav,較緊个討赴毋會著啊
ZF209P2101_169.wav,有人客來毋好打赤膊
ZF209P2101_170.wav,請問哪位有換錢个服務
ZF209P2101_171.wav,請問就近哪位有加油站
ZF209P2101_172.wav,請擱拁𠊎加一兜仔水
ZF209P2101_173.wav,𠊎討擱點一份隨轉去
ZF209P2101_174.wav,𠊎會用試著這領衫無
ZF209P2101_175.wav,這領褲猶有別種色地無
ZF209P2101_176.wav,𠊎會用換別款寸尺無
ZF209P2101_177.wav,緊急出口和樓梯在哪位
ZF209P2101_178.wav,請坐𠊎拁你磅血壓
ZF209P2101_179.wav,請問你有指定个醫生無
ZF209P2101_180.wav,你好𠊎討預約掛號
ZF209P2101_181.wav,你現時有在食麼个藥無
ZF209P2101_182.wav,你好𠊎有預約挷牙
ZF209P2101_183.wav,𠊎拁你安排回診時間
ZF209P2101_184.wav,請問補助款幾時會撥款
ZF209P2101_185.wav,你真慶哦哪有無影啦
ZF209P2101_186.wav,𠊎人輒輒作垺合買美食
ZF209P2101_187.wav,生菇个物件即無用食啊
ZF209P2101_188.wav,這條路較近遐條路較遠
ZF209P2101_189.wav,啉酒莫駛車駛車莫啉酒
ZF209P2101_190.wav,請等一下𠊎黏時過來
ZF209P2101_191.wav,請問自由座愛在哪位排列
ZF209P2101_192.wav,請載𠊎去頭近个捷運站
ZF209P2101_193.wav,𠊎會用徙到脣頭遐桌無
ZF209P2101_194.wav,𠊎會用用信用卡納錢無
ZF209P2101_195.wav,𠊎用額溫槍拁你量體溫
ZF209P2101_196.wav,請問你想討掛哪科个門診
ZF209P2101_197.wav,你有對食物抑藥物過敏無
ZF209P2101_198.wav,𠊎這嘛討拁你檢查一下
ZF209P2101_199.wav,你現時頭疾个所在在哪位
ZF209P2101_200.wav,你愛兩儕抑係單儕个病房
ZF209P2101_201.wav,𠊎討註文三月初一一暗个三人房
ZF209P2101_202.wav,頭前斡正手裡即到位澎湖縣政府啊
ZF209P2101_203.wav,佢一個人去基隆打拚厥依真擘心
ZF209P2101_204.wav,今日十點愛開會哦請鬥準備資料
ZF209P2101_205.wav,你等下有閒無九點作垺來去運動
ZF209P2101_206.wav,為著赴三點䀴電視佢划飯划真緊
ZF209P2101_207.wav,請問猶有座位無𠊎討買一張全票
ZF209P2101_208.wav,阿哥後日討坐四點个火車去竹南出差
ZF209P2101_209.wav,請問到位嘉義愛駛幾久愛駛四點鐘
ZF209P2101_210.wav,黃先生你掛个係四月初三晨早个門診
ZF209P2101_212.wav,你討辦个業務在九樓𠊎拁你擪電梯
ZF209P2101_213.wav,你後生今年幾*多歲𠊎後生今年七歲
ZF209P2101_214.wav,到位苗栗大約猶有幾*多公里猶有兩公里
ZF209P2101_215.wav,十月二十學校放假遐日來去䀴電影好無
ZF209P2101_216.wav,歹勢啦請你韶日兩點正擱敲電話來掛號
ZF209P2101_217.wav,一百空四年度客語認證正式開始報名啦
ZF209P2101_218.wav,三頓食飽後愛食藥一日食三擺一擺八粒
ZF209P2101_219.wav,𠊎人有八個人𠊎人想討坐偎窗門个位
ZF209P2101_220.wav,會議地點在哪位會議地點在臺中潭子區
ZF209P2101_221.wav,小姐先生𠊎討點菜𠊎討點二號餐
ZF209P2101_222.wav,你掛个號八十六號愛先拁你收掛號費兩百箍
ZF209P2101_223.wav,𠊎聽講阿美著著七千萬个大獎有影抑無影
ZF209P2101_224.wav,若係討掛號麻煩健保卡得𠊎猶擱繳兩百箍
ZF209P2101_225.wav,今年客家桐花祭對四月十二開始到五月初一為止
ZF209P2101_226.wav,你韶日討坐幾*多點个火車𠊎討坐十一點个火車
ZF209P2101_227.wav,佢請假五日得頭家扣月俸
ZF209P2101_228.wav,拜二佢請假你代理一下好無
ZF209P2101_229.wav,佢去踅百貨公司鑪卡買物件開六萬箍
ZF209P2101_230.wav,阿爸討去申請護照
ZF209P2101_231.wav,騎引擎愛戴安全帽
ZF209P2101_232.wav,請問𠊎愛去哪位做體檢
ZF209P2101_233.wav,請問你貴姓喊做麼个名
ZF209P2101_234.wav,請問討仰子加入公所健保
ZF209P2101_235.wav,天氣輒變愛著較燒暖一兜
ZF209P2101_236.wav,便利商店會用買著真多物件
ZF209P2101_237.wav,𠊎當在講電話請等一下
ZF209P2101_238.wav,𠊎準備好啊會用開始啊
ZF209P2101_239.wav,這件事情得你講到恁輕可
ZF209P2101_240.wav,喊計程車毋使擘心歇車問題
ZF209P2101_241.wav,請問哪跡位有𢳪行李个推車
ZF209P2101_242.wav,車站內底有行李置物櫃服務
ZF209P2101_243.wav,請問𠊎个大型行李愛囥在哪位
ZF209P2101_244.wav,請問這就近个捷運站在哪位
ZF209P2101_245.wav,這頭得人歡迎个餐點係麼个
ZF209P2101_246.wav,𠊎人會用點餐啊麻煩你
ZF209P2101_247.wav,請問房間價數有包含早頓無
ZF209P2101_248.wav,這下隨請急診醫生拁你䀴診
ZF209P2101_249.wav,你好𠊎會用來這問路無
ZF209P2101_250.wav,後次擺正擱約時間共下坐坐个
ZF209P2101_251.wav,當晝頭恁誠熱毋好出去運動
ZF209P2101_252.wav,客人用覆菜做等路真受歡迎
ZF209P2101_253.wav,阿公有糖尿病毋會用食傷甜
ZF209P2101_254.wav,請問貴姓𠊎姓黃名大民
ZF209P2101_255.wav,熱天真熱著短衫袖就會用啊
ZF209P2101_256.wav,會用請你拁𠊎人翕一張相無
ZF209P2101_257.wav,請問這就近个公車站牌在哪位
ZF209P2101_258.wav,請問這班車有到位苗栗車頭無
ZF209P2101_259.wav,落車个時請注意後背个來車
ZF209P2101_260.wav,請問這就近猶有哪兜觀光景點
ZF209P2101_261.wav,這係找你个錢這係你个發票
ZF209P2101_262.wav,𠊎想討愛一間視線好个房間
ZF209P2101_263.wav,請問𠊎會用來這借輪椅用無
ZF209P2101_264.wav,這係病院个門診表請你參考
ZF209P2101_265.wav,生日快樂身體康健萬事如意
ZF209P2101_266.wav,客家文化園區輒輒舉辦展覽活動
ZF209P2101_267.wav,你好請問有麼个愛鬥相共个無
ZF209P2101_268.wav,請問有飯店去到機場个接駁車無
ZF209P2101_269.wav,你記得上擺做健康檢查个時間無
ZF209P2101_270.wav,𠊎討討市民免費公車个時刻表
ZF209P2101_271.wav,毋好直直䀴電視目珠會䀴壞去
ZF209P2101_272.wav,好跋起來啊較緊去洗面洗牙
ZF209P2101_273.wav,你今日著到恁派頭討去食酒係無
ZF209P2101_274.wav,你會用先上臺鐵網站查詢火車時刻
ZF209P2101_275.wav,請問落南个高鐵愛在哪個月臺上車
ZF209P2101_276.wav,飯店个房間內底有提供免費網路無
ZF209P2101_277.wav,你个體溫係攝氏三十六度半正常
ZF209P2101_278.wav,你有隨健保卡無𠊎先拁你掛號
ZF209P2101_279.wav,請問你有來過𠊎人病院䀴診過無
ZF209P2101_280.wav,請問想討在路脣排擔愛仰子申請
ZF209P2101_281.wav,請問討坐个這班車在第幾*多月臺上車
ZF209P2101_282.wav,請問𠊎愛上車囥錢猶係落車正囥錢
ZF209P2101_283.wav,附餐有哪兜个和甜點請拁𠊎紹介
ZF209P2101_284.wav,醫生𠊎若像食壞食肚啊真艱難
ZF209P2101_285.wav,這站不時咳嗽流濞可能係寒著啊
ZF209P2101_286.wav,請問你討訂病院个伙食無有食齋無
ZF209P2101_287.wav,請問𠊎愛隨麼个證件來辦老人年金
ZF209P2101_288.wav,請問入蹛和退房間个時間係麼个時務咧
ZF209P2101_289.wav,足好个𠊎真佮意這雙鞋堵好有打折
ZF209P2101_290.wav,𠊎房間个冷氣無會涼會用來䀴望下無
ZF209P2101_291.wav,𠊎想討借囥行李請問會用借囥幾久咧
ZF209P2101_292.wav,你好請坐請問有麼个會用拁你服務个無
ZF209P2101_293.wav,𠊎屋下整理出一墩書請問會用捐去哪位
ZF209P2101_294.wav,𠊎會較慢一兜到位請保留𠊎註文个房間
ZF209P2101_295.wav,𠊎屋下就近个路燈故障啊請派專人來修理
ZF209P2101_296.wav,𠊎个錢包毋見去啊請問頭近个警察局在哪位
ZF209P2101_297.wav,你个血壓有較高一兜仔 愛注意身體个變化哦
ZF209P2101_298.wav,頭那疾真多日啊 請拁𠊎檢查係哪位个問題
ZF209P2101_299.wav,公車站牌在市政府正門出去斡正手裡即會䀴著啊
ZF209P2101_300.wav,𠊎屋下就近有流浪狗會用請你人派人來處理無
ZF209Q2003_001.wav,火焰蟲這幾*下年見到位新曆四月中到五月初
ZF209Q2003_002.wav,係油桐花開个季節又係𫣆人中部火焰蟲大出个時務
ZF209Q2003_003.wav,苗栗臺中偎山个所在有真多生理人
ZF209Q2003_004.wav,用日時頭䀴桐花夜時頭探火焰蟲个活動來廣告
ZF209Q2003_005.wav,餳來臺灣各地个人客
ZF209Q2003_006.wav,在這站時間中部地區个觀光景點逐日都人尖人
ZF209Q2003_007.wav,嘛拁這兜生理人个錢袋塞到淰淰
ZF209Q2003_008.wav,滿山白雪雪个油桐花開正經係真靚个風景
ZF209Q2003_009.wav,到烏昏了後歸陣个火焰蟲又會隨得人客無共款个享受
ZF209Q2003_010.wav,因為按人客䀴花賞火焰蟲笑噳噳
ZF209Q2003_011.wav,生理人嘛算錢算到嘴笑鼻噳
ZF209Q2003_012.wav,火焰蟲對𠊎人這兜莊下細子來講實在無麼个
