錄音檔檔名,辨認出之客語漢字
DF206K2002_078,聽講唐紀即排本五十
DF206K2002_079,今講今笑賣毋知寄係真金錢抑係炙一箍
DF206K2002_080,佢當時個𠊎總知講遐兩隻火蕨會無名咧
DF206K2002_081,自個拜個事件過後𠊎見看到火雞心肝肚疾先驚便
DF206K2002_082,山崎犁犁金水蟻跈神仙來咻喊攏唱漏漏
DF206K2002_083,煙煙囥到火結和你一隻驚死
DF206K2002_084,屎胐挲啊挲遐年遐緊險一無和牆扯位恁正發生遐樣相
DF206K2002_085,驚雞油蛄恬恬昏來𠊎毋敢和偎
DF206K2002_086,毋過呢這緣投個火雞啊
DF206K2002_087,會恁客氣呢笑歇遐香吂个時頭顛倒死到驚年才過
DF206K2002_088,市場若這兜勢愛強揚田闊地闊木菜魚飽你歡喜死
DF206K2002_089,準講糖目茄討禾客肚麼个都灶毋得毋會用順
DF206K2002_090,恬恬阿依跍勢愛𠊎遐下當等恁惜
DF206K2002_091,皮褲烏金烏金兩粒無珠㪐㪐轉真厥厥
DF206K2002_092,幾四個月收攔七個月會著八個月會扒
DF206K2002_093,九個月誕牙乖乖大順順序序
DF206K2002_094,毋過阿姊姑係阿打阿姊揬个落尾人總係講
DF206K2002_095,細人有尖氣毋好討擎面前講好話
DF206K2002_096,講記正講記怪講記底恁惜
DF206K2002_097,即驚遐兜外當時外定到
DF206K2002_098,會討有個無個寫來會討食恁分拔肯走
DF206K2002_099,跈到本勢恁焦焦嘰嘰香得大
DF206K2002_100,牙根管遐仰一等健身驚黏土生
DF206K2002_101,食菜又罅細心細義毋係驚燒白連無駛手機么到
DF206K2002_102,記得阿姊姑愛學炕爐解蠶時間
DF206K2002_103,驚恁哈哈討傷後獎賢識驚細恁跌倒確多
DF206K2002_104,二十箍就排腳三餐次飯敢算恬靜
DF206K2002_105,尋個時間毋係討細人打揞古
DF206K2002_106,無時放擊擇恁客定停停好行
DF206K2002_107,這兜逐世恁戒食个頭疑到面無抹嘴
DF206K2002_108,驚黏時正比若黏時賣到遐老金鹽
DF206K2002_109,莊係在地內下細人成功查毋多硬青咧
DF206K2002_110,地底泥下即得灶麼个成發像個八巷石頭灶下走李歸行
DF206K2002_111,又鑢又鑽麼个都有遐步數
DF206K2002_112,八個冷月遐下阿依跍先好打燈好自遐起穩來
DF206K2002_113,阿得阿姊心肝頭歡喜招驚講等哦等
DF206K2002_114,當當有借時得著全全萬萬心肝堵个期待
DF206K2002_115,黃菇即恁黃菇出獎企到在在在企到穩答答
DF206K2002_116,停停來慢慢點毋使食頭半個月愛𠊎顛倒擋溫個下
DF206K2002_117,自家自助緣緣所以會相愛擱進一步學行
DF206K2002_118,囥阿姊姑兩隻胸尾等哪等又一逐驚驚
DF206K2002_119,氣傷愛一垺疊出去又有日時救救毋敢疊出去
DF206K2002_120,阿得阿女這下時點便便咧
DF206K2002_121,在行驚怪恬恬恬恬
DF206K2002_122,這一下得一下擱拁強者識蹛本會打點屙若氧氣
DF206K2002_123,本期緊來緊有心心吊吊吊吊
DF206K2002_124,學外打等遐屙下這片田頭恁細恁佮食傷酸
DF206K2002_125,按削落遐成削記準竟有受到鼓勵
DF206K2002_126,司警即緊伸出腳撿出親公个第一垺
DF206K2002_127,牙㜷頸面煙煙頭那無當長
DF206K2002_128,又有賞擋煙油擋金雞無足囥到人識惜咪咪
DF206K2002_129,生來依正依等神你這個又愛順又有奈成個人
DF206K2002_130,平常時即係照顧𠊎年三姊妹佢𠊎在𠊎年夜當有孝
DF206K2002_131,親戚朋友遐壁哩石糖体屙腦支鞋一個當獻回遐副人遐
DF206K2002_132,雖然活客毋係意好䀴毋過即有客人歇苦懶落遐尾等
DF206K2002_133,勤儉傳佳佳精神總係和禾客拚到淨淨俐俐
DF206K2002_134,整理好食好食記講毋驚活較快
DF206K2002_135,大細又燒羊𠊎即當滿張咧
DF206K2002_136,𠊎妹會注意到好食个客家料理
DF206K2002_137,像菜脯卵芹菜炒魷魚罔米炒黃梨鹹菜糖粒兜
DF206K2002_138,汗油𠊎即愛食个确養幾多年手
DF206K2002_139,打拜大古唐尼公來偎遐個時間
DF206K2002_140,機會有歸做提遐學習个較佳菜問題遐時
DF206K2002_141,記得牙媒師講過愛出頭定定著愛認真讀書
DF206K2002_142,雖然牙年三姊妹係細妹毋過記得牙年个教養意養心
DF206K2002_143,毋會儘儘採採放學轉起
DF206K2002_144,記定著愛硬栗正講考寫批正實底即起了
DF206K2002_145,記得有一擺𠊎為到愛出去尞時時儘採畫畫咧
DF206K2002_146,一下即寫出去牙㜷擐到即拚拚公公
DF206K2002_147,鬼華普遐樣交得到來成个成個麼个時對頭惜過
DF206K2002_148,寄愛𠊎作實尋彎彎來毋好鬥緊
DF206K2002_149,心愛深手愛穩寫字做事切隊時毋得儘採
DF206K2002_150,堵緊𠊎寫字和鞋規規矩矩停停來
DF206L2062_001,擎新球讀書恁大粒白鞋算飽暖哦
DF206L2062_002,莫烏心有个生理人實在係害死人
DF206L2062_003,蝶毒當得恁靚𠊎即得摸一下無
DF206L2062_004,地頭撥開个石地背又記下粒地頭日
DF206L2062_005,現代畫過後依到頭路到削栗咧
DF206L2062_006,鉛筆盒無戴到記即拁走轉去呢
DF206L2062_007,頭擺二嫲毛用蜜皮鉗來一鉗一鉗賣
DF206L2062_008,飲食無正常早滿身體會出問題
DF206L2062_009,騎北山行山路愛細義毋好橫落騎
DF206L2062_010,落膏衣往面前个脣腳水溶溶溶溶
DF206L2062_011,阿在流浪來个天這下無恁驚獎咧
DF206L2062_012,電視變化恁大按部頭文圖佮意低裡
DF206L2062_013,山窟生尖金天光照相正洗
DF206L2062_014,選好選贏哦尾汗來啊即撇背氣哦
DF206L2062_015,恁多隻狗子擇過著个年狗嘛遐年間啦
DF206L2062_016,拁細人錢手錢絞當晝黏摸遐摸
DF206L2062_017,恁久定旱有兜農民打正抽水銀定
DF206L2062_018,阿哥有跈到教學事後節節腳筋愛起
DF206L2062_019,薑餅仰韌韌嗍有牛大徑拚會當疾
DF206L2062_020,球跌到手等角愛提大正若跌倒
DF206L2062_021,這鞋挾兩儕即見開門地毋好插
DF206L2062_022,若係生發過得氣嘛恁罕會起早歇睿
DF206L2062_023,嘎嘎恁依壞笑糖仔到屎蕨嫲恁
DF206L2062_024,上擺跌到傷多個味和略略會疾
DF206L2062_025,毋使得刺濕囥啊無定著當好食
DF206L2062_026,記毋單淨煞吂和遐蒂上下當有人緣
DF206L2062_027,便所這擺歹又恁吂入氣愛先開聲
DM203J2056_001,五月轉愛失長
DM203J2056_002,寒到愛戴嘴揞
DM203J2056_003,目个胃毋傷賞
DM203J2056_004,這手機幾多號
DM203J2056_005,額溝課做好吂
DM203J2056_006,𠊎會細義兜
DM203J2056_007,當歡喜恁食目
DM203J2056_008,實在罕難相信
DM203J2056_009,這個想法恁好
DM203J2056_010,勞力業家个照顧
DM203J2056_011,十得無十毋得
DM203J2056_012,目孝無無問題
DM203J2056_013,𠊎依後識淨採
DM203J2056_014,𠊎想學做麵包
DM203J2056_015,毋愛溼麼个飲料
DM203J2056_016,阿松毋管著西裝
DM203J2056_017,這皮包你吂恁个
DM203J2056_018,這算係無幾合獎
DM203J2056_019,臺灣不時有地動
DM203J2056_020,這佢个面相當靚
DM203J2056_021,這位死毋得適應
DM203J2056_022,上課毋好啄毋會帥
DM203J2056_023,今比日天時恁好
DM203J2056_024,昨比人無閒歸日
DM203J2056_025,電視變到疑兩雙
DM203J2056_026,聽講照順正聯絡
DM203J2056_027,落尾背書包騎學教
DM203J2056_028,阿妹當學生菜頭粄
DM203J2056_029,阿伯愛戲申請護照
DM203J2056_030,停停行毋使關緊
DM203J2056_031,寒天北部中菜落樹
DM203J2056_032,毋好會到這來失志
DM203J2056_033,你吂恁打遐電話
DM203J2056_034,垃圾愛著資源回收
DM203J2056_035,請問需要麼个服務
DM203J2056_036,恭喜發財新年快樂
DM203J2056_037,𠊎愛目記起歇咧
DM203J2056_038,金筆日个菜口尾仰子賞
DM203J2056_039,錢毋好討赤肚食當時
DM203J2056_040,學生愛著制服騎學教
DM203J2056_041,阿伯大家耬禾油電梯
DM203J2056_042,𠊎行路起有客機神
DM203J2056_043,𠊎討食死路口等目
DM203J2056_044,今這擺用信用卡付款
DM203J2056_045,落在通過認證考試咧
DM203J2056_046,討網路莫當時當利便
DM203J2056_047,成個跳路目著得拁毋會哦
DM203J2056_048,金筆放了毋使起喝教
DM203J2056_049,歇睏一下恁久無擐到
DM203J2056_050,勞力毋使細義失禮
DM203J2056_051,歹勢無關係拜託你
DM203J2056_052,你識記無𠊎毋識記
DM203J2056_053,𠊎當起來𠊎當頭
DM203J2056_054,阿伯得照順都愛識咖啡
DM203J2056_055,記著辛苦騎外阿婆毋會客
DM203J2056_056,請問這領衫係麼个尺寸
DM203J2056_057,恁吵鬧目仰子拄得拚
DM203J2056_058,驚恁貼暗部都愛起補習
DM203J2056_059,熱天大家較好氣愛順調
DM203J2056_060,有病愛輒輒起本新生肝
DM203J2056_061,金筆日遐保持油款吂
DM203J2056_062,𠊎車恁步犯操踅五點
DM203J2056_063,表哥得日到當人尋作穡
DM203J2056_064,恁斧頭駛尺愛較注意兜
DM203J2056_065,請問隨得請無恁便所
DM203J2056_066,毛孝得吂得𠊎想一下
DM203J2056_067,木崠个蝠有人討抔遐無
DM203J2056_068,𠊎傳來咧毋愛起內位
DM203J2056_069,恁早食飽吂恁久好無
DM203J2056_070,你得恁惜哦你得恁鬧哦
DM203J2056_071,目含擎哦哪有無影啦
DM203J2056_072,𠊎人接接共下鬥緊莫委屎
DM203J2056_073,成古遐當時事事毋得識个
DM203J2056_074,天光日實在討麼个打天堂
DM203J2056_075,共下這講演用堂啊咧
DM203J2056_076,這跳路較近遐跳路較遠
DM203J2056_077,食酒莫駛車駛車莫食酒
DM203J2056_078,𠊎無閒起來轉教毋得咧
DM203J2056_079,阿伯無擇活客阿妹行吂轉
DM203J2056_080,正來尞順行有閒正來尞
DM203J2056_081,借來講當排頭額不仰當正
DM203J2056_082,現時到變化愛著較燒暖兜
DM203J2056_083,便利商店即得莫到當到當時
DM203J2056_084,下次擺過在陽時間共下坐尞
DM203J2056_085,當晝跳當月毋好出氣勻糖
DM203J2056_086,𠊎當講緊電話請等一下
DM203J2056_087,𠊎準備好咧四點開出咧
DM203J2056_088,這件事真分毛講到恁輕可
DM203J2056_089,歹食老教个毋愛赴時間無
DM203J2056_090,有麼个門診無想起真周到
DM203J2056_091,這站無閒麼个寄愛照顧撿个
DM203J2056_092,較恁樣覆菜著等路一手翻䀴
DM203J2056_093,阿在油桐葉坪死毋得食鐵鐵
DM203J2056_094,電火關別支麻煩開電火好無
DM203J2056_095,雞鳥會孵毋多咧駛車愛細義
DM203J2056_096,請問想閃𠊎閃望按著臺面
DM203J2056_097,生日快樂身體康健萬事如意
DM203J2056_098,客家文化園區輒輒舉盤展覽發堂
DM203J2056_099,目金筆著到恁白頭愛起食酒係無
DM203J2056_100,目粄到咧請等一下𠊎黏時來
DM203J2056_101,𠊎愛洗當晝恁夜咧好氣洗無咧
DM203J2056_102,阿伯討見堵歇睏來提討跈下看電視
DM203J2056_103,阿美討做下煮飯𠊎得照順掃地呢
DM203J2056_104,有人較來毋好打赤膊入禾請脫鞋
DM203J2056_105,坐火車愛先莫啪請問高鐵車頭仰子行
DM203J2056_106,𠊎尿出傷愛屙尿老妹討洗身間洗身
DM203J2056_107,喊急請車毋使踅停車問題著飛行機較緊
DM203J2056_108,𠊎得人騎鐵馬上班騎愛到位愛蹛安全無
DM203J2056_109,老人家坐巴士毋使出坐捷運駛毋得食當時
DM203J2056_110,寒天著膨線衫當燒暖熱天當熱著短袖駛駛在裡
DM203J2056_111,頭前斡正手片食到二攔炎真苦咧
DM203J2056_112,寄在哪位寄在屏東縣
DM203J2056_113,會議地點討哪位會議地點討新北市石崩區
DM203J2056_114,這張相片係麼个所在這係新得時賞氣息
DM203J2056_115,請問零工學南官校工所討幾多了討一了
DM203J2056_116,𠊎愛轉苗栗火車停到第八月台愛挾挾騎正毋會赴毋多
DM203J2056_117,阿哥後日愛坐兩點個火車騎落崠出差
DM203J2056_118,聽講𠊎愛著頭枋尺騎超晝尺到站裡唊唊咕唆
DM203J2056_119,請問南港火車頭仰子騎𠊎蹛目期火車頭行到人哦
DM203J2056_120,接上車會對本院駛到老棠火車頭討本院大門口坐車
DM203J2056_121,請問目堆哪位來𠊎隊用林來
DM203J2056_122,𠊎爸準備愛騎高雄出差個半月
DM203J2056_123,今一個日騎南跳打拚撿个當藪
DM203J2056_124,請問你識來過彰化無
DM203J2056_125,請問𠊎愛騎苗栗愛仰子盤車
DM203J2056_126,請問到金門愛駛幾久愛駛八點鐘久
DM203J2056_127,倒退當大約行有幾多公里行有九公里
DM203J2056_128,阿松哥八月十月愛討夫娘
DM203J2056_129,一月二十九學校放了個月來騎看電影好無
DM203J2056_130,驚起政府遐講過十一月十九放了毋過請這個禮拜兩愛相辦
DM203J2056_131,王先生目厥个鞋三月初三走相個門診
DM203J2056_132,報名對兩月初二起死到七月初五為止
DM203J2056_133,較日認證遐認證日係十月二十
DM203J2056_135,今年客家桐花祭對四月初十開始到五月二十四為止
DM203J2056_136,金筆核拜幾金筆核拜四兼項又莫入上一個發糖
DM203J2056_137,目斷㞊看下金筆鞋拜幾金筆鞋拜兩
DM203J2056_138,下禮拜一愛考試嗯知無下禮拜五愛記得交作業
DM203J2056_139,想這擺泥歸日落雨
DM203J2056_140,拜三寄請假目代這一下好無
DM203J2056_141,𠊎無戴書錶毋知這下幾多點這滿歇十點
DM203J2056_142,目定講愛著幾多兼個火車𠊎愛著七兼個火車
DM203J2056_143,緊必九點愛開會哦請停手準備資料
DM203J2056_144,一點好食飯个食飯錢愛先洗手食飯後愛湯嘴
DM203J2056_145,超過三點行吂到實算滿到咧
DM203J2056_146,𠊎得入兩點愛看電視新聞毋好緊看電視目珠會看壞盆
DM203J2056_147,電視轉好咧目得遐有閒無五點共下來起圓堂
DM203J2056_148,這下幾多點咧八點大家共下來去打鬥四
DM203J2056_149,聽講幾多點愛來四點䀴年先食緊來毋白
DM203J2056_150,會到赴十二點擐電視機划飯划當劫
DM203J2056_151,失禮哦請毋聽講十一點正擱打電話來掛號
DM203J2056_153,一把囥一鉛圖較認認真正式開始報䀴了
DM203J2056_154,小姐先生𠊎愛點菜𠊎愛點八號餐
DM203J2056_155,毋愛盼個業務討輸了𠊎討赴定手揞電梯
DM203J2056_156,請對九號櫃臺順行個了代行公箱食著泥尞
DM203J2056_157,門正經擇三樓捧著鐵布袋賞棋門正經識討額做手片
DM203J2056_158,九十兩路公車來咧唊唊咻唊
DM203J2056_159,額會客个門派係幾多號額會客个門派係九十七號
DM203J2056_160,老弟自溜到當天花幾正考到二十八分爺哀當食無
DM203J2056_161,請問目擊多號𠊎係二十一號
DM203J2056_162,已經正四十九箍定个恁價數當實在較便宜兜好無
DM203J2056_163,寄討路行䀴不到五十五箍
DM203J2056_164,這西瓜幾多錢三十八箍
DM203J2056_165,目掛個鞋毋識兩號愛先探目手掛號費兩百箍
DM203J2056_166,請毋汲藥局領藥這個號碼係四十四號勞力請慢行
DM203J2056_167,毛鞋直直直好等遐掀到額好吂正請木器櫃梯盤裡
DM203J2056_168,這索幾長六十七公尺這菜仰子賣一隻六十九箍
DM203J2056_169,檢查報告大約愛等三十七分鐘請毋先坐一下
DM203J2056_170,司機先生𠊎愛管時間三十一分鐘會到無
DM203J2056_171,好巷沖个唊唊起細圓籠牙齒你愛幾久擱百分像
DM203J2056_172,今這擺莫火惜票莫辦九百箍
DM203J2056_173,這接幾多錢這接四千八百箍
DM203J2056_174,機器落百貨公司刷卡莫當時用辦五萬箍
DM203J2056_175,作業有兩支卵管即相溜滴又樹㜮出
DM203J2056_176,對兩行路起火車頭愛行兩分鐘
DM203J2056_177,這本書總強有七百頁𠊎算一下總強愛兩百箍
DM203J2056_178,嗯幾多歲咧𠊎今年三歲
DM203J2056_179,這領衫莫提𠊎撥撥口
DM203J2056_180,頭家結卵已經幾多次結卵已經六十二箍
DM203J2056_181,伸這兜歸下莫目四百箍輸好
DM203J2056_182,𠊎聽講阿慧著到五千萬個大獎有影抑無影
DM203J2056_183,桌當晝無捽請拜當盆喊兩個人擱起個便定收
DM203J2056_184,請問䀴會較有幾多人𠊎會較總共有兩個人
DM203J2056_185,𠊎今壁萬多疾風傷溫馨生麻
DM203J2056_186,機器拁山蟻畚頭遐茄月蕨
DM203J2056_187,請問到終點有幾多站有八站即會到咧
DM203J2056_188,若來今年幾多歲𠊎來今年九歲罕得人惜哦
DM203J2056_189,時機恁軟毋知係忒多抑係忒少
DM203J2056_190,頭家請五個細妹來生理
DM203J2056_191,鞋愛掛號麻煩健保卡本頷个行過繳兩百箍
DM203J2056_192,三餐食飽飯食藥一日食三擺一擺兩粒
DM203J2056_193,這兩種藥毋好共下食愛干七點鐘正好食哦
DM203J2056_194,愛注意哦這兩張無約水請敢三點鐘正點
DM203J2056_195,目愛尞幾久𠊎愛尞八日正會阿舅愛討夫娘
DM203J2056_196,𠊎人有九個日𠊎人想愛坐偎窗門遐尾
DM203J2056_197,著穩地摸鞋𠊎若你有四萬箍正愛著麼个
DM203J2056_198,借四堵遐牛子褲一領正賣五百又靚又便宜
DM203J2056_199,𠊎恁久著無定五年時注意到這個問題兩日前
DM203J2056_200,撿查學个兩日頭正轉來本身生活聽報告
DM203K2001_001,火嚴重這幾日見到掛得四月正到五月初
DM203K2001_002,你有通發開個櫃轉
DM203K2001_003,唐詩又係𫣆个丈夫火焰蟲大出个史證
DM203K2001_004,苗栗臺上偎山崎个所在有當到生理人
DM203K2001_005,羊入食頭想動畫
DM203K2001_006,恁北投炭火焰槍拁法堂來廣告
DM203K2001_007,餳來臺灣各地遐人客
DM203K2001_008,討列團時間丈夫提起遐觀光景點熱恁恁尖人
DM203K2001_009,蝶湯這兜生理人拁錢袋塞淰淰
DM203K2001_010,滿山個油桐花開到白膨膨真緊係當正个風景
DM203K2001_011,恁分了後歸陣个火焰蟲又愛得本人客無共樣个享受
DM203K2001_012,仰子恁呢恁較款化相赴䀴槍笑噳噳
DM203K2001_013,生理人算錢猶算氣牙疏疏
DM203K2001_014,火焰槍對硬个猶鬥莊下神人來講實在無麼个戲氣
DM203K2001_015,市場春天開花秋天落葉椏除炎
DM203K2001_016,記得𠊎做細人遐下
DM203K2001_017,熱天食飽夜阿妹喊討做下撿揫
DM203K2001_018,阿得阿姊擎核氣旋討禾請著糧打嘴鼓
DM203K2001_019,阿哥即會帶金𠊎討落地捉火焰槍教
DM203K2001_020,佢當時个火嚴重滿哪都係火青汗即肝跌倒
DM203K2001_021,成半下行會飛入鑊卡堵起討電火下飛來飛起
DM203K2001_022,阿哥遐神聖食肝苦本驚淰定
DM203K2001_023,講跳擺有一個細人當傷愛討除
DM203K2001_024,毋過禾客當快無錢好恬點盞本機囥熟
DM203K2001_025,幾時早期著擋到火焰蟲想討洗嘛射布袋堵
DM203K2001_026,陽火焰槍拁港來讀數這尾雞大漢个事當有心頭
DM203K2001_027,阿哥猶想愛捉火焰槍來做電火
DM203K2001_028,時頭𠊎討落地共下騎落背个菜園傱
DM203K2001_029,鑊蓋緪無撕掃和油伸到吱吱嘎嘎个槍𧊅狗成
DM203K2001_030,當得恁驚𠊎討落提求你阿哥个山尾
DM203K2001_031,驚到毋敢敨大氣一步一步耐到菜恁
DM203K2001_032,囥到歸菜煙做下鞋躐上𥍉下遐火焰蟲
DM203K2001_033,比天燈遐線寒較多寒較靚
DM203K2001_034,𠊎个番薯都咻咻咕暢到耐毋得
DM203K2001_035,硬恁著到幾下十隻火焰蟲標準會較愛討阿妹點報
DM203K2001_036,無想到阿明一下即行𪘒个糖火焰槍放批
DM203K2001_037,阿哥毋喊𠊎討落提猶毋盼得
DM203K2001_038,想討歸油煮落遐火焰槍放拖堅堵
DM203K2001_039,款有影毋使恬電火無
DM203K2001_040,阿妹講樹毋得作禾嚴重
DM203K2001_041,唊唊糖火焰槍放撇啦
DM203K2001_042,若無䀴恁暗夜衰無即會攔饒哦
DM203K2001_043,𠊎人聽到驚攔撓會恁笑
DM203K2001_044,時輒輒走起禾廳通火焰槍放批
DM203K2001_045,擐歇一隻一隻火焰蟲𥍉啊𥍉
DM203K2001_046,隊有煮落肚慢慢飛出來背對暗暗个圍牆背氣
DM203K2001_047,第二日打早攔个三個作下無攔饒
DM203K2001_048,對個擺起時𫣆个猶毋識擱作火焰蟲來教咧
DM203K2001_049,這下面起來實在愛阿腦阿妹个智慧
DM203K2001_050,若無機敵恁恁講作火焰蟲會懶么
DM203K2001_051,佢當時毋知外公牙齒頭順排幾多火焰蟲咧
DM203K2001_052,阿姊个嫂子擇𠊎做事恁个時間
DM203K2001_053,阿年个褲頭總係結一支黃湯色个鎖匙
DM203K2001_054,答擺緣緣聽到莫抸齊個淨來咧
DM203K2001_055,𠊎即會三垺著兩垺行寬緊起灶下尋阿女
DM203K2001_056,阿姊討做下油漆當無寒
DM203K2001_057,𠊎看到阿女湯著結落入桌囥肚
DM203K2001_058,灶空火真猛駁頭駡駡
DM203K2001_059,阿姊面紅紅歸間灶下香噴噴
DM203K2001_060,𠊎討阿年講阿年唊唊啦
DM203K2001_061,莫輒嘴拁頭遐來咧討大禾請等哦
DM203K2001_062,大伯㜷湯絲食破毋會討改莫頓鬧熱呢
DM203K2001_063,毛愛揜爌無今比日你有嫲个阿姊即愛食個路背哦
DM203K2001_064,挾挾啦等下透遐即會走歹裡
DM203K2001_065,阿年笑咪咪討𠊎講聽到咧
DM203K2001_066,目開額口涎水答答答了毋使恁關緊
DM203K2001_067,等𠊎湯撲菜湯煮好正起捏炊
DM203K2001_068,𠊎聽阿女一路行到肩肚阿女打開頸下
DM203K2001_069,愛開討賞个時間斡頭討𠊎講
DM203K2001_070,細人即企臥背等阿姊愛若吱毋好入來見渡款
DM203K2001_071,𠊎會尖討溫順頭肝阿依疾到當生疾
DM203K2001_072,𠊎看到阿年討健度對褲頭揙出一支黃銅色个鎖匙
DM203K2001_073,刻一星𠊎知討想打開來咧
DM203K2001_074,好囥了哦這下油桐好食冷啊
DM203K2001_075,翼䀴無阿姊手巷駛較久恁高趁幾長恁漂咧
DM203K2001_076,油天倒較熱星四支拖箱又掃好咧
DM203K2001_077,阿姊討掃書結到轉起褲頭三角球好食
DM203K2001_078,牽歇牙改手共下到大禾廳來尋頭家莫插齊
DM203K2001_079,大禾串鬧嘰啊嘰啊伯婆後個細戇角賣來鬥鬧熱
DM203K2001_080,頭家看到恁多人走走工生理恁好笑到嘴拄毋賣
DM203K2001_081,阿姊討插齊寫地肚扁來扁起
DM203K2001_082,變到一雙紅紅色个拖鞋
DM203K2001_083,和有一包糖兩支扁行過阿姊即拁學生个路跋
DM203K2001_084,莫到了後兩子阿年歡歡喜喜
DM203K2001_085,著到問短下緊式緊打作古
DM203K2001_086,𠊎討阿年講阿年當好死呢
DM203K2001_087,阿姊笑笑擇𠊎講麼个阿姊好食你變好食啦
DM203K2001_088,夾夾食變外娘排裡个湯匙蜜變蕒頭心涼
DM203K2001_089,鹿伯和佮人和佮人兩子阿姊目一口𠊎一口
DM203K2001_090,死到當幸福當滿早
DM203K2001_091,阿姊遐掃書貼貼問𠊎二十番子
DM203K2001_092,到這下大家討試唱款到六百
DM203K2001_093,𠊎即會慢到阿年遐支黃糖色个鎖匙
DM203K2001_094,一支細細个鎖匙結係兩子阿年个歇吂
DM203K2001_095,一支細細个鎖匙像歇兩子阿年遐淨淨
DM203K2001_096,鼻子無眼花正開角翻婆花續歇氣流浴樣
DM203K2001_097,電視淺淺熱了這學起个考試總算猶考削咧
DM203K2001_098,恁大日時靠來無理想成過當物資
DM203K2001_099,毋過一想到黏時即係鼻著放尞
DM203K2001_100,𠊎時動考試成績毋記得淨淨咧
DM203K2001_101,頭都硬硬愛飛起來了
DM203K2001_102,準時鼻著𠊎輸愛轉莊下𠊎阿公麼个
DM203K2001_103,隨得趟外阿婆徙奈隨得黏石打𧊅滿園滿泥走咧
DM203K2001_104,𠊎你𠊎阿哥𠊎阿婆討莊下讀大個細日
DM203K2001_105,答案目和愛外阿婆揞擊踅
DM203K2001_106,讀特殊正會恁愛接來讀書蹛
DM203K2001_107,得人慼熱字兩個老人遐直頭腳腳無𠊎轉棋
DM203K2001_108,驚恁著到走哪個警方拚淨俐
DM203K2001_109,和主人做鰻馬結自家路便店
DM203K2001_110,領惜講牙㞇个阿婆你戇結嫲帽阿卵
DM203K2001_111,記總係笑噳噳應講
DM203K2001_112,不管𠊎孫抑係內孫強養你𠊎个寶貴孫啊
DM203K2001_113,𠊎阿公蹛在溪火蜂剝剝筍用翼去蹛陂盪
DM203K2001_114,鼻糖神搭一間耬香鴨
DM203K2001_115,陂塘崠和手阿舅伸兩緣兩個草毋蹛
DM203K2001_116,今年白隨得鳥坐雨裡个記得舊年有一擺
DM203K2001_117,來割四百一個鴨脯頭阿舅討在廳下擐電視
DM203K2001_118,斡下个狗對緊阿求个教訓書下敬佩
DM203K2001_119,么个胃腎即狗割割咕咕咕底成金角
DM203K2001_120,緊落到核膏糖尿討個原價嘛兩支个猶共樣賠無定
DM203K2001_121,基準時擐講下暗个愛哦
DM203K2001_122,一尾鴨嫲大尾个虹青嫲討教一下
DM203K2001_123,聽到阿舅大嫲聲喊歸國客人插手攔牽喊喊佢
DM203K2001_124,毋知愛仰子煞正好寒係𠊎阿公較失禮
DM203K2001_125,射到八成個掃把三兩下即用射過腳走咧
DM203K2001_126,這下正知恁久來又擐到阿媽布卵
DM203K2001_127,儕無看到鴨子飛出來
DM203K2001_128,單即恁聽到半夜阿媽呱呱呱个聲
DM203K2001_129,遐尾球尖嘛即係頭難尺
DM203K2001_130,𠊎阿婆討學會半山派像吉他赴略早
DM203K2001_131,火青請遐菜園想鬥菜
DM203K2001_132,莫作孫莫菜傳個鞋架時擎出
DM203K2001_133,𠊎前後跈機上機个路其實像莫猜
DM203K2001_135,這係𠊎尋思念遐客家尾
DM203K2001_136,𠊎阿婆會偷偷攝鬥錢渡𠊎做所費
DM203K2001_137,𠊎知這係𠊎阿婆个辛苦錢對點菜恁氣事
DM203K2001_138,林輝作搶隨心隨意照顧市場對𠊎強揚
DM203K2001_139,熱驚𠊎嗽寒白𠊎冷無𠊎靚無𠊎大
DM203K2001_140,恁多年來這兜冷生錢𠊎一個月都毋盼得死
DM203K2001_141,鼻著歇𠊎討𠊎阿公𠊎阿婆个氣態
DM203K2001_142,開學前個婚禮在擺海岸个木桌房皮囥算
DM203K2001_143,一日擱一日𠊎緊來緊大漢驚个個頭那無嗄緊來緊拔
DM203K2001_144,背腦猶一來一穩日日和係著到兩透路
DM203K2001_145,希望𠊎阿公𠊎阿婆身體輒轉
DM203K2001_146,等𠊎大漢傳出本驚个早所會
DM203K2001_147,講經驗記得討入院洗個日連續耬泥記下禮拜
DM203K2001_148,恁樂氣人硬硬都愛生菇裡个直直到禮拜三照順正脫衣腳
DM203K2001_149,當晝放學和有日頭花對賁賁个烏雲崠轉出來
DM203K2001_150,大家倒當歡喜派列行出教門
DM203K2001_151,著緊水後換別個細來即起時作怪接水餃
DM203K2001_152,內中水社區順同個細妹同學吱吱鼓緊閃緊跳緊走
DM203K2001_153,燒成剁成麻成流嘴嘴啊即核轉好田家个電視
DM203K2001_154,大家个心情猶像慢慢散別遐烏雲緊來緊開
DM203K2001_155,𠊎討落地轉到禾面前遐膨頭撥光下
DM203K2001_156,擐到一陣細細隻大頭嫲烏烏个魚
DM203K2001_157,拖路上落紙擱曉个細節去堵
DM203K2001_158,就來收起當生疾攬个穀金款款都毋記得好轉
DM203K2001_159,阿姊跌無攬个行出保證大成後
DM203K2001_160,恁正伸五根鉛行轉斡下
